"","Site","campaign","habitat","drying_regime","flow_state","mean_CH4_mg_m2_d","mean_CO2_g_m2_d","mean_soil_temp","mean_soil_VWC","mean_pool_riffle_depth_cm","sed_temp","sed_VWC","Air_temp","Temp_water_C","Mean_Velocity..m.s.","bedrock","boulders","cobbles","gravel","sand","silt","Sed_OM","DO_mg_L","pH","cond_us_cm","Freq_Flow","Freq_Dry","Freq_Ponded","latitude","longitude","m_to_source","freq_flow_2021","freq_dry_2021","freq_pool_2021","freqflow7","freqflow30","freqdry7","freqdry30","freqpool7","freqpool30","Tsince_rewet","Tsince_manual","percent_C","percent_N","CN_ratio","CN_ratio.LECA","Canopy_Cover_Rip","Canopy_Cover_Benth","Tree_div","Leaf_Fall_m2.Day","Stock_Benth_g.m2","Ave.wet.width_m","Embeddedness","Discharge_l_s","masl","length.IR.up","length.PR.up","percent.IR.up","percent.PR.up","Max..wetted.width..m.","Min..wetted.width..m.","Bankfull.at.max..wetted.width..m.","Bankfull.at.min..wetted.width..m.","filamentous.algae","X..wood.cover","MeanDur_Ponded","MeanDur_Dry","MeanDur_Flow","MaxDur_Ponded","MaxDur_Dry","MaxDur_Flow","sed_pH","sed_cond_uS_cm","NO3_N_mg_l","DN_ugL","DOC_ugL","SRP_ugL","NH4_N_ugL","In_stream_CH4_mg_m2_d","aquatic_conditions"
"268","VI01","2","Flowing","perennial","flowing",0.00455881434399939,0.908751581776561,NA,NA,28.05,NA,NA,20.3333333333333,10,NA,72,5,20,3,0,0,NA,10.53,8.44,330,1,0,0,45.936376,5.532067,513.316,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00455881434399939,"Flowing"
"269","VI01","2","Riparian","perennial","flowing",-0.51700523987268,1.45784011713704,10.3666666666667,0.299555555555555,NA,NA,NA,20.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.936376,5.532067,513.316,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00455881434399939,"Flowing"
"270","VI01","3","Flowing","perennial","flowing",-0.00800767707005808,0.654877638765694,NA,NA,23.2,NA,NA,12.5938,11.3,0.297222222,70,5,24,0,1,0,2.99,10.83,8.14,345,1,0,0,45.936376,5.532067,513.316,1,0,0,1,1,0,0,0,0,NA,NA,1.052738944,0.131224708,8.02241407159389,8.02241407159389,NA,48.5,12,2.75131202,0.572638616,2.8,10,0.088,395,0,496.6,0,100,3.7,1.9,6.7,4.5,0,0,0,0,NA,0,0,NA,7.53,1185,0.566,566,1913.5,1,14,-0.00800767707005808,"Flowing"
"271","VI01","3","Riparian","perennial","flowing",-0.452428012148519,1.96721573662086,12.9,0.3224,NA,NA,NA,12.7484,NA,NA,NA,NA,NA,NA,NA,NA,2.99,NA,NA,345,1,0,0,45.936376,5.532067,513.316,1,0,0,1,1,0,0,0,0,NA,NA,15.50388224,0.611533569,25.3524630959384,25.3524630959384,73.88888889,NA,12,2.75131202,0.572638616,2.8,10,NA,395,0,496.6,0,100,3.7,1.9,6.7,4.5,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.00800767707005808,"Flowing"
"272","VI01","4","Flowing","perennial","flowing",-0.0110763182047696,1.91217452823053,NA,NA,22.8,NA,NA,13.9612,12.3,NA,70,5,24,0,1,0,NA,11.03,8.32,333,1,0,0,45.936376,5.532067,513.316,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0110763182047696,"Flowing"
"273","VI01","4","Riparian","perennial","flowing",-0.65875431638124,2.24908390835792,13.5933333333333,0.301066666666667,NA,NA,NA,13.9612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.936376,5.532067,513.316,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0110763182047696,"Flowing"
"274","VI01","5","Flowing","perennial","flowing",-0.0745945147964063,0.384598452361364,NA,NA,32.5,NA,NA,8.6055,12.9,0.179,60,20,15,5,0,0,4.15,9.85,8.14,349,1,0,0,45.936376,5.532067,513.316,1,0,0,1,1,0,0,0,0,NA,NA,1.418558858,0.20035008,7.08040075651579,7.08040075651579,NA,48.5,12,2.75131202,17.81684957,2.04,80,0.006,395,0,496.6,0,100,3.4,0.9,6.7,4.5,0,0,0,0,NA,0,0,NA,8.09,1142,0.847,767.5,1473,1,24,-0.0745945147964063,"Flowing"
"275","VI01","5","Riparian","perennial","flowing",-0.341454037200388,1.44796361099827,12.025,0.340416666666666,NA,NA,NA,8.63025,NA,NA,NA,NA,NA,NA,NA,NA,4.15,NA,NA,349,1,0,0,45.936376,5.532067,513.316,1,0,0,1,1,0,0,0,0,NA,NA,12.57364751,0.390324213,32.2133423734079,32.2133423734079,73.88888889,NA,12,2.75131202,17.81684957,2.04,80,NA,395,0,496.6,0,100,3.4,0.9,6.7,4.5,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.0745945147964063,"Flowing"
"276","VI01","6","Flowing","perennial","flowing",0.0662162565780269,1.54028475694891,NA,NA,32.875,NA,NA,7.83075,10.3,NA,60,20,15,5,0,0,NA,11.38,8.29,352,1,0,0,45.936376,5.532067,513.316,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0662162565780269,"Flowing"
"277","VI01","6","Riparian","perennial","flowing",-0.32078235709668,1.07084596474612,8.36666666666667,0.3175,NA,NA,NA,8.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.936376,5.532067,513.316,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0662162565780269,"Flowing"
"278","VI01","7","Flowing","perennial","flowing",0.0248467438546456,1.24597477235568,NA,NA,26.3333333333333,NA,NA,0.343,NA,NA,60,20,15,5,0,0,NA,NA,NA,NA,1,0,0,45.936376,5.532067,513.316,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,48.5,12,2.75131202,14.0327977,NA,80,NA,395,0,496.6,0,100,NA,NA,6.7,4.5,NA,NA,0,0,NA,0,0,NA,NA,NA,0.898,856,1345.5,0,6,0.0248467438546456,"Flowing"
"279","VI01","7","Riparian","perennial","flowing",-0.267610936796181,0.161767553671056,2.52222222222222,NA,NA,NA,NA,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.936376,5.532067,513.316,1,0,0,1,1,0,0,0,0,NA,NA,15.40464451,0.608659238,25.3091443426018,25.3091443426018,73.88888889,NA,12,2.75131202,14.0327977,NA,80,NA,395,0,496.6,0,100,NA,NA,6.7,4.5,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0248467438546456,"Flowing"
